--START HASH BENCHMARK--
12, 0.1919999122619629
13, 0.3639998435974121
14, 0.6520037651062012
15, 0.7560138702392578
16, 0.9249880313873291
17, 0.9669990539550781
18, 0.8790221214294434
19, 0.8819961547851562
20, 0.8669993877410889
21, 0.8900001049041748
22, 0.880000114440918
23, 0.9570083618164062
24, 0.980992317199707
25, 0.9559950828552246
26, 1.073000192642212
27, 1.2160060405731201
28, 1.3859953880310059
29, 1.476982831954956
30, 1.5150177478790283
31, 1.6170151233673096
32, 1.6750011444091797
33, 1.796994686126709
34, 1.8579998016357422
35, 1.7809972763061523
36, 1.9730219841003418
37, 2.0279769897460938
38, 2.0060172080993652
39, 2.093019723892212
--START HASH BENCHMARK--
12, 0.00440136194229126
13, 0.0047997117042541506
14, 0.004747176170349121
15, 0.005001688003540039
16, 0.004901468753814697
17, 0.00504831075668335
18, 0.005548155307769776
19, 0.005551028251647949
20, 0.005750274658203125
21, 0.005898571014404297
22, 0.005997300148010254
23, 0.006098973751068115
24, 0.006351661682128906
25, 0.006699943542480468
26, 0.006598925590515137
27, 0.0070029616355895994
28, 0.006999349594116211
29, 0.00699920654296875
30, 0.007349538803100586
31, 0.007602560520172119
32, 0.007948875427246094
33, 0.008399808406829834
34, 0.008752202987670899
35, 0.008799636363983154
36, 0.008900308609008789
37, 0.008947801589965821
38, 0.009152543544769288
39, 0.009447550773620606
--START HASH BENCHMARK--
12, 0.2387516975402832
13, 0.3918512225151062
14, 0.6303977370262146
15, 0.7696493148803711
--START HASH BENCHMARK--
12, 0.24169921875
13, 0.4217527508735657
14, 0.5909004211425781
15, 0.760352623462677
16, 0.8532992601394653
17, 0.8860505580902099
18, 0.8872994303703308
19, 0.8911983609199524
20, 0.8954508900642395
21, 0.9051503419876099
22, 0.9080521702766419
23, 0.9166001558303833
24, 0.9341014504432679
25, 0.9785484552383423
26, 1.0899019718170166
27, 1.255900776386261
28, 1.3692489743232727
29, 1.4721494555473327
30, 1.5603489398956298
31, 1.6554005026817322
32, 1.7077998995780945
33, 1.7622510552406312
34, 1.8331012010574341
35, 1.882898461818695
36, 1.9444046139717102
37, 2.0805993556976317
38, 2.1931959986686707
39, 2.228050100803375
--START HASH BENCHMARK--
12, 0.28469923734664915
13, 0.48444926738739014
--START HASH BENCHMARK--
12, 0.20595206022262574
13, 0.41294939517974855
14, 0.6142464280128479
15, 0.7389501810073853
16, 0.8202479243278503
17, 0.8545000791549683
18, 0.8629001140594482
19, 0.866849148273468
20, 0.868849241733551
21, 0.8776499271392822
22, 0.8810990571975708
23, 0.8900492191314697
24, 0.9037993311882019
25, 0.9468001246452331
26, 1.060050082206726
27, 1.2140499234199524
28, 1.3317500829696656
29, 1.4300478458404542
30, 1.524999976158142
31, 1.6005000472068787
32, 1.6526488661766052
33, 1.7311497807502747
34, 1.7751997590065003
35, 1.8458500623703002
36, 1.9113489866256714
37, 1.956450378894806
38, 2.035099649429321
39, 2.0492990136146547
40, 2.083800268173218
41, 2.148750114440918
42, 2.1723990201950074
43, 2.223499524593353
44, 2.270600163936615
45, 2.3082484722137453
46, 2.358150339126587
47, 2.3915493845939637
48, 2.434450089931488
49, 2.501350152492523
50, 2.564600443840027
51, 2.594400155544281
52, 2.614500653743744
53, 2.689151632785797
54, 2.7677008867263795
55, 2.86454975605011
56, 2.9880502700805662
57, 3.074400246143341
58, 3.1758496165275574
59, 3.2696001529693604
